PMID,DOI,Year,Suggested_Tier,Reason_Tier,Bioactivity_Extracted_NLP,Abstract
38782261,10.1016/j.virs.2024.03.011,2024,1.0,Tier 1: enzymatic/direct,,"Ebola virus (EBOV) and Marburg virus (MARV), members of the Filoviridae family, are highly pathogenic and can cause hemorrhagic fevers, significantly impacting human society. Bats are considered reservoirs of these viruses because related filoviruses have been discovered in bats. However, due to the requirement for maximum containment laboratories when studying infectious viruses, the characterization of bat filoviruses often relies on pseudoviruses and minigenome systems. In this study, we used RACE technology to sequence the 3'-leader and 5'-trailer of Měnglà virus (MLAV) and constructed a minigenome. Similar to MARV, the transcription activities of the MLAV minigenome are independent of VP30. We further assessed the effects of polymorphisms at the 5' end on MLAV minigenome activity and identified certain mutations that decrease minigenome reporter efficiency, probably due to alterations in the RNA secondary structure. The reporter activity upon recombination of the 3'-leaders and 5'-trailers of MLAV, MARV, and EBOV with those of the homologous or heterologous minigenomes was compared and it was found that the polymerase complex and leader and trailer sequences exhibit intrinsic specificities. Additionally, we investigated whether the polymerase complex proteins from EBOV and MARV support MLAV minigenome RNA synthesis and found that the homologous system is more efficient than the heterologous system. Remdesivir efficiently inhibited MLAV as well as EBOV replication. In summary, this study provides new information on bat filoviruses and the minigenome will be a useful tool for high-throughput antiviral drug screening."
38648254,10.1371/journal.pntd.0011390,2024,1.0,Tier 1: enzymatic/direct,,"Assay validation is an essential component of disease surveillance testing, but can be problematic in settings where access to positive control material is limited and a safety risk for handlers. Here we describe a single non-infectious synthetic control that can help develop and validate the PCR based detection of the viral causes of Crimean-Congo hemorrhagic fever, Ebola virus disease, Lassa fever, Marburg virus disease and Rift Valley fever. We designed non-infectious synthetic DNA oligonucleotide sequences incorporating primer binding sites suitable for five assays, and a T7 promotor site which was used to transcribe the sequence. Transcribed RNA was used as template in a dilution series, extracted and amplified with RT-PCR and RT-qPCR to demonstrate successful recovery and determine limits of detection in a range of laboratory settings. Our results show this approach is adaptable to any diagnostic assay requiring validation of nucleic acid extraction and/or amplification, particularly where sourcing reliable, safe material for positive controls is infeasible."
38648056,10.1001/jamanetworkopen.2024.7811,2024,1.0,Tier 1: enzymatic/direct,,"RAD51C and RAD51D are involved in DNA repair by homologous recombination. Germline pathogenic variants (PVs) in these genes are associated with an increased risk of ovarian and breast cancer. Understanding the homologous recombination deficiency (HRD) status of tumors from patients with germline PVs in RAD51C/D could guide therapeutic decision-making and improve survival. To characterize the clinical and tumor characteristics of germline RAD51C/D PV carriers, including the evaluation of HRD status. This retrospective cohort study included 91 index patients plus 90 relatives carrying germline RAD51C/D PV (n = 181) in Spanish hospitals from January 1, 2014, to December 31, 2021. Genomic and functional HRD biomarkers were assessed in untreated breast and ovarian tumor samples (n = 45) from June 2022 to February 2023. Clinical and pathologic characteristics were assessed using descriptive statistics. Genomic HRD by genomic instability scores, functional HRD by RAD51, and gene-specific loss of heterozygosity were analyzed. Associations between HRD status and tumor subtype, age at diagnosis, and gene-specific loss of heterozygosity in RAD51C/D were investigated using logistic regression or the t test. A total of 9507 index patients were reviewed, and 91 patients (1.0%) were found to carry a PV in RAD51C/D; 90 family members with a germline PV in RAD51C/D were also included. A total of 157 of carriers (86.7%) were women and 181 (55.8%) had received a diagnosis of cancer, mainly breast cancer or ovarian cancer. The most prevalent PVs were c.1026+5_1026+7del (11 of 56 [19.6%]) and c.709C>T (9 of 56 [16.1%]) in RAD51C and c.694C>T (20 of 35 [57.1%]) in RAD51D. In untreated breast cancer and ovarian cancer, the prevalence of functional and genomic HRD was 55.2% (16 of 29) and 61.1% (11 of 18) for RAD51C, respectively, and 66.7% (6 of 9) and 90.0% (9 of 10) for RAD51D. The concordance between HRD biomarkers was 91%. Tumors with the same PV displayed contrasting HRD status, and age at diagnosis did not correlate with the occurrence of HRD. All breast cancers retaining the wild-type allele were estrogen receptor positive and lacked HRD. In this cohort study of germline RAD51C/D breast cancer and ovarian cancer, less than 70% of tumors displayed functional HRD, and half of those that did not display HRD were explained by retention of the wild-type allele, which was more frequent among estrogen receptor-positive breast cancers. Understanding which tumors are associated with RAD51C/D and HRD is key to identify patients who can benefit from targeted therapies, such as PARP (poly [adenosine diphosphate-ribose] polymerase) inhibitors."
38422166,10.1371/journal.pbio.3002544,2024,1.0,Tier 1: enzymatic/direct,,"Ebolavirus (EBOV) belongs to a family of highly pathogenic viruses that cause severe hemorrhagic fever in humans. EBOV replication requires the activity of the viral polymerase complex, which includes the cofactor and Interferon antagonist VP35. We previously showed that the covalent ubiquitination of VP35 promotes virus replication by regulating interactions with the polymerase complex. In addition, VP35 can also interact non-covalently with ubiquitin (Ub); however, the function of this interaction is unknown. Here, we report that VP35 interacts with free (unanchored) K63-linked polyUb chains. Ectopic expression of Isopeptidase T (USP5), which is known to degrade unanchored polyUb chains, reduced VP35 association with Ub and correlated with diminished polymerase activity in a minigenome assay. Using computational methods, we modeled the VP35-Ub non-covalent interacting complex, identified the VP35-Ub interacting surface, and tested mutations to validate the interface. Docking simulations identified chemical compounds that can block VP35-Ub interactions leading to reduced viral polymerase activity. Treatment with the compounds reduced replication of infectious EBOV in cells and in vivo in a mouse model. In conclusion, we identified a novel role of unanchored polyUb in regulating Ebola virus polymerase function and discovered compounds that have promising anti-Ebola virus activity."
38305775,10.1099/jgv.0.001955,2024,1.0,Tier 1: enzymatic/direct,,"<i>Filoviridae</i> is a family of negative-sense RNA viruses with genomes of about 13.1-20.9 kb that infect fish, mammals and reptiles. The filovirid genome is a linear, non-segmented RNA with five canonical open reading frames (ORFs) that encode a nucleoprotein (NP), a polymerase cofactor (VP35), a glycoprotein (GP<sub>1,2</sub>), a transcriptional activator (VP30) and a large protein (L) containing an RNA-directed RNA polymerase (RdRP) domain. All filovirid genomes encode additional proteins that vary among genera. Several filovirids (e.g., Ebola virus, Marburg virus) are pathogenic for humans and highly virulent. This is a summary of the International Committee on Taxonomy of Viruses (ICTV) Report on the family <i>Filoviridae</i>, which is available at www.ictv.global/report/filoviridae."
38156576,10.36233/0507-4088-188,2023,1.0,Tier 1: enzymatic/direct,,"Various human viruses have been identified in wild monkeys and in captive primates. Cases of transmission of viruses from wild monkeys to humans and vice versa are known. The aim of this study was to identify markers of anthroponotic viral infections in vervet monkeys (<i>Chlorocebus</i> <i>pygerythrus</i>) arrived from their natural habitat (Tanzania). Fecal samples (<i>n</i> = 56) and blood serum samples (<i>n</i> = 75) obtained from 75 animals, respectively, on days 10 and 23 after admission to the primate center, were tested for the markers of anthroponotic viral infections (Ebola virus, Marburg virus, lymphocytic choriomeningitis, hepatitis C virus, herpes simplex virus (HSV), cytomegalovirus (CMV), Epstein-Barr virus (EBV), parainfluenza types 1 and 3, intestinal adenoviruses, rotaviruses) by enzyme immunoassay (ELISA) and polymerase chain reaction (PCR). Among the examined animals, markers of 6 out of 11 tested viral infections were identified. Detection rates of IgG antibodies to HSV-1,2 (15.9%) and CMV (15.9%) were two times as low as IgG antibodies to EBV (31.8%). Among the markers of respiratory viral infections, IgG antibodies to parainfluenza virus type 1 were found (6.8%). 14.3% of the animals had rotavirus antigen, and 94% had simian adenovirus DNA. Markers of hemorrhagic fevers Ebola, Marburg, LCM, hepatitis C, and type 3 parainfluenza were not detected. When importing monkeys from different regions of the world, an expanded screening for viral infections is needed considering the epidemiological situation both in the country of importation and in the country of destination."
38154497,10.1016/j.labinv.2023.100321,2024,1.0,Tier 1: enzymatic/direct,,"With more novel drugs being approved for the treatment of ovarian carcinoma, the question remains to what extent patients benefit from antiangiogenic treatment with bevacizumab, either in combination with poly-(ADP-ribose) polymerase inhibitors or as single-agent maintenance. As fibroblast growth factor receptors and their ligands (FGFRs/FGFs) are key players in angiogenic signaling and have been linked to resistance to several drugs, we investigated the prognostic or predictive potential of FGFs/FGFRs signaling in the context of bevacizumab treatment within the prospective phase III AGO-OVAR11/ICON-7 study. FGFR1, FGFR2, FGFR3, FGFR4, FGF1, and FGF19 gene expressions were determined in 380 ovarian carcinoma tumor samples collected from German centers in the multicenter phase III AGO-OVAR11 trial/ICON-7 trial. All patients received carboplatin and paclitaxel, administered every 3 weeks for 6 cycles, and were randomized to bevacizumab. Expressions of FGFR1, FGFR2, FGF1, and FGF19 were associated with progression-free survival in both uni- and multivariate (FGFR1: HR, 1.6, P < .001; FGFR2: HR, 1.6, P = .002; FGF1: HR, 2.3, P < .001; and FGF19: HR, 0.7; P = .007) analysis. A signature built by FGFR1, FGFR4, and FGF19 defined a subgroup (n = 62) of patients that derived the greatest bevacizumab-associated improvement of progression-free survival (HR, 0.3; P = .004). In this exploratory analysis of a prospective randomized phase III trial, we provide evidence that the expression of FGFRs/FGFs might have independent prognostic values. An FGFR/FGF-based gene signature identified in our study appears to predict long-term benefit from bevacizumab. This observation is hypothesis-generating and requires validation on independent cohorts."
38034864,10.1093/ve/vead065,2023,1.0,Tier 1: enzymatic/direct,,"In the future, zoonotic spillover events are expected to occur more frequently. Consequences of such events have clearly been demonstrated by recent outbreaks of monkeypox, Ebola virus, and the well-known severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Virus discovery has proven to be an important tool in the preparation against viral outbreaks, generating data concerning the diversity, quantity, and ecology of the vertebrate virome. Orthoparamyxoviruses, a subfamily within the Paramyxoviridae, are important biosurveillance targets, since they include several known animal, human, and zoonotic pathogens such as Nipah virus, measles virus, and Hendra virus. During this study, 127 bat samples, thirty-four rodent samples, and seventeen shrew samples originating from Belgium were screened for orthoparamyxovirus presence using nested reverse transcription-polymerase chain reaction assays and nanopore sequencing. We present here the complete genomes of six putative new viral species, belonging to the genera <i>Jeilongvirus</i> and <i>Henipavirus</i>. Characterization of these genomes revealed significant differences in gene composition and organization, both within viruses of the same genus and between viruses of different genera. Remarkably, a previously undetected gene coding for a protein of unknown function was identified in the genome of a putative new <i>Henipavirus</i>. Additionally, phylogenetic analysis of jeilongviruses and henipaviruses reveals a division of both genera into two clades, one consisting of bat-borne viruses and the other consisting of rodent- and shrew-borne viruses, elucidating the need for proper reclassification."
38012426,10.1186/s43141-023-00575-w,2023,1.0,Tier 1: enzymatic/direct,,"Marburg virus (MARV) is a member of the Filoviridae family and causes Marburg virus disease (MVD) among humans and primates. With fatality rates going up to 88%, there is currently no commercialized cure or vaccine to combat the infection. The National Institute of Allergy and Infectious Diseases (NIAID) classified MARV as priority pathogen A, which presages the need for a vaccine candidate which can provide stable, long-term adaptive immunity. The surface glycoprotein (GP) and fusion protein (FP) mediate the adherence, fusion, and entry of the virus into the host cell via the TIM-I receptor. Being important antigenic determinants, studies reveal that GP and FP are prone to evolutionary mutations, underscoring the requirement of a vaccine construct capable of eliciting a robust and sustained immune response. In this computational study, a reverse vaccinology approach was employed to design a combinatorial vaccine from conserved and antigenic epitopes of essential viral proteins of MARV, namely GP, VP24, VP30, VP35, and VP40 along with an endogenous protein large polymerase (L). Epitopes for T-cell and B-cell were predicted using TepiTool and ElliPro, respectively. The surface-exposed TLRs like TLR2, TLR4, and TLR5 were used to screen high-binding affinity epitopes using the protein-peptide docking platform MdockPeP. The best binding epitopes were selected and assembled with linkers to design a recombinant multi-epitope vaccine construct which was then modeled in Robetta. The in silico biophysical and biochemical analyses of the recombinant vaccine were performed. The docking and MD simulation of the vaccine using WebGro and CABS-Flex against TLRs support the stable binding of vaccine candidates. A virtual immune simulation to check the immediate and long-term immunogenicity was carried out using the C-ImmSim server. The biochemical characteristics and docking studies with MD simulation establish the recombinant protein vaccine construct MarVax as a stable, antigenic, and potent vaccine molecule. Immune simulation studies reveal 1-year passive immunity which needs to be validated by in vivo studies."
37866271,10.1016/j.jiph.2023.10.012,2023,1.0,Tier 1: enzymatic/direct,,"Multiplex real-time PCR is a quick and cost effective method for detection of various gene simultaneously. HFSV (Hemorrhagic Fever Syndrome Virus) is a newly emerging infectious disease because of globalization and climate change. We tried to develop a molecular diagnostic technique for various causative viruses and evaluate its usefulness for improving public health. Molecular diagnostic test method that qualitatively detects viruses causing viral hemorrhagic fevers hired Taq-Man Real-time RT-PCR technique. The Ct value was experimentally observed three or more times at the RNA concentration before and after the detection limit. After designing a multiplex real-time RT-PCR test for target gene of selected 17 viruses, the detection limit for each target and the presence or absence of cross-reaction and interference reaction were evaluated to determine its availability. Six kinds of viruses, including Crimean-Congo hemorrhagic fever virus, Omsk hemorrhagic fever virus, Sabia virus, Chapare virus, Yellow fever virus, and Variola virus (A4L gene, B12R gene), were able to confirm the detection limit of 0.5 copies/μl, and other Ebola virus, Marburg virus, Rift Valley fever virus, Kyasanur Forest disease virus, Junin virus, Guanarito virus, Machupo virus, Chikungunya virus, Hantavirus, Dengue virus types 1-4, and Lassa virus (L gene, GPC gene), and 11 kinds of viruses, the detection limit was confirmed at 5 copies/μl. No cross-reaction or interference between detected genes was observed. The virus test method developed through this study using multiplex is expected to be used for public health and quarantine as a test method that can be used when a hemorrhagic fever virus of unknown cause is introduced."
37857321,10.1055/a-2161-5866,2024,1.0,Tier 1: enzymatic/direct,,"It is often discussed that a positive PCR for SARS-CoV-2 in hospitalized patients may not be causally linked to the hospital stay, but no scientific data are available from Germany. Therefore, we analyzed to what extent a positive PCR test could be assessed as causal or secondary to admission according to clinical criteria in a tertiary care hospital of the first 4 months of 2022. SARS-CoV-2-positive patients of RoMed-Klinikum Rosenheim/Bavaria from 01/01/2022 to 30/04/2022 were included. Patients were divided into a group with COVID-19 as direct reason for admission (CAW), and a group, in which this did not apply according to a comprehensive clinical assessment (nCAW). Patients with no clear allocation to these groups were counted separately. Categorization was based on a multilevel procedure and performed by an internist experienced in COVD-19 (M.H.). It included all available clinical, radiological, and laboratory findings as well as treatment decisions. 647 cases were included (age 10 days to 101 years, median 68 years; 49.5% women), including 13 patients in two admissions with positive PCR. 45.3% (n=293) were attributable to the group with COVID as the reason for admission, 48.8% (n=316) were not, no clear decision could be made in 35 patients, 3 patients were transferred from other clinics for isolation. In infants (up to 1 year), a positive PCR test was more frequently categorized as causative than in older patients. Leading symptoms of classification were found to be fatigue/fatigue, fever/chills, and cough on admission. Febrile convulsions accounted for the reason for admission in 10 cases of children (age 1.1-7.6 years). Length of stay did not differ significantly between groups (median (quartiles) 5 (2; 10) days for CAW, 5 (2; 12) for nCAW), nor did in-hospital mortality and median age of deceased or survivors. A retrospective analysis of all clinical data revealed that positive SARS-CoV-2 PCR played a major and - according to clinical criteria - causative role for admission and hospitalization in nearly 50% of cases, whereas it was an incidental finding in just under 50%. These results confirm data from other countries and demonstrate that the role of a positive SARS-CoV-2 PCR test for hospitalization can only be answered by a comprehensive and elaborate analysis of individual data."
37761933,10.3390/genes14091793,2023,1.0,Tier 1: enzymatic/direct,,"In vertebrates, SMARCAD1 participates in transcriptional regulation, heterochromatin maintenance, DNA repair, and replication. The molecular basis underlying its involvement in these processes is not well understood. We identified the RNA polymerase III general transcription factor TFIIIC as an interaction partner of native SMARCAD1 in mouse and human models using endogenous co-immunoprecipitations. TFIIIC has dual functionality, acting as a general transcription factor and as a genome organizer separating chromatin domains. We found that its partnership with SMARCAD1 is conserved across different mammalian cell types, from somatic to pluripotent cells. Using purified proteins, we confirmed that their interaction is direct. A gene expression analysis suggested that SMARCAD1 is dispensable for TFIIIC function as an RNA polymerase III transcription factor in mouse ESCs. The distribution of TFIIIC and SMARCAD1 in the ESC genome is distinct, and unlike in yeast, SMARCAD1 is not enriched at active tRNA genes. Further analysis of SMARCAD1-binding partners in pluripotent and differentiated mammalian cells reveals that SMARCAD1 associates with several factors that have key regulatory roles in chromatin organization, such as cohesin, laminB, and DDX5. Together, our work suggests for the first time that the SMARCAD1 enzyme participates in genome organization in mammalian nuclei through interactions with architectural proteins."
37699521,10.1038/s41586-023-06608-1,2023,1.0,Tier 1: enzymatic/direct,,"Non-segmented negative-strand RNA viruses, including Ebola virus (EBOV), rabies virus, human respiratory syncytial virus and pneumoviruses, can cause respiratory infections, haemorrhagic fever and encephalitis in humans and animals, and are considered a substantial health and economic burden worldwide<sup>1</sup>. Replication and transcription of the viral genome are executed by the large (L) polymerase, which is a promising target for the development of antiviral drugs. Here, using the L polymerase of EBOV as a representative, we show that de novo replication of L polymerase is controlled by the specific 3' leader sequence of the EBOV genome in an enzymatic assay, and that formation of at least three base pairs can effectively drive the elongation process of RNA synthesis independent of the specific RNA sequence. We present the high-resolution structures of the EBOV L-VP35-RNA complex and show that the 3' leader RNA binds in the template entry channel with a distinctive stable bend conformation. Using mutagenesis assays, we confirm that the bend conformation of the RNA is required for the de novo replication activity and reveal the key residues of the L protein that stabilize the RNA conformation. These findings provide a new mechanistic understanding of RNA synthesis for polymerases of non-segmented negative-strand RNA viruses, and reveal important targets for the development of antiviral drugs."
37622664,10.1099/jgv.0.001864,2023,1.0,Tier 1: enzymatic/direct,,"In April 2023, following the annual International Committee on Taxonomy of Viruses (ICTV) ratification vote on newly proposed taxa, the phylum <i>Negarnaviricota</i> was amended and emended. The phylum was expanded by one new family, 14 new genera, and 140 new species. Two genera and 538 species were renamed. One species was moved, and four were abolished. This article presents the updated taxonomy of <i>Negarnaviricota</i> as now accepted by the ICTV."
37525239,10.1186/s13048-023-01239-6,2023,1.0,Tier 1: enzymatic/direct,,"Mechanisms of development and progression of high-grade serous ovarian cancer (HGSOC) are poorly understood. EVI1 and PARP1, part of TGF-ß pathway, are upregulated in cancers with DNA repair deficiencies with DNA repair deficiencies and may influce disease progression and survival. Therefore we questioned the prognostic significance of protein expression of EVI1 alone and in combination with PARP1 and analyzed them in a cohort of patients with HGSOC. For 562 HGSOC patients, we evaluated EVI1 and PARP1 expression by immunohistochemical staining on tissue microarrays with QuPath digital semi-automatic positive cell detection. High EVI1 expressing (> 30% positive tumor cells) HGSOC were associated with improved progression-free survival (PFS) (HR = 0.66, 95% CI: 0.504-0.852, p = 0.002) and overall survival (OS) (HR = 0.45, 95% CI: 0.352-0.563, p < 0.001), including multivariate analysis. Most interestingly, mutual high expression of both proteins identifies a group with particularly good prognosis. Our findings were proven technically and clinically using bioinformatical data sets for single-cell sequencing, copy number variation and gene as well as protein expression. EVI1 and PARP1 are robust prognostic biomarkers for favorable prognosis in HGSOC and imply further research with respect to their reciprocity."
37503276,10.1101/2023.07.14.549057,2023,1.0,Tier 1: enzymatic/direct,,"Ebolavirus (EBOV) belongs to a family of highly pathogenic viruses that cause severe hemorrhagic fever in humans. EBOV replication requires the activity of the viral polymerase complex, which includes the co-factor and Interferon antagonist VP35. We previously showed that the covalent ubiquitination of VP35 promotes virus replication by regulating interactions with the polymerase complex. In addition, VP35 can also interact non-covalently with ubiquitin (Ub); however, the function of this interaction is unknown. Here, we report that VP35 interacts with free (unanchored) K63-linked polyUb chains. Ectopic expression of Isopeptidase T (USP5), which is known to degrade unanchored polyUb chains, reduced VP35 association with Ub and correlated with diminished polymerase activity in a minigenome assay. Using computational methods, we modeled the VP35-Ub non-covalent interacting complex, identified the VP35-Ub interacting surface and tested mutations to validate the interface. Docking simulations identified chemical compounds that can block VP35-Ub interactions leading to reduced viral polymerase activity that correlated with reduced replication of infectious EBOV. In conclusion, we identified a novel role of unanchored polyUb in regulating Ebola virus polymerase function and discovered compounds that have promising anti-Ebola virus activity."
37379953,10.1016/j.ijbiomac.2023.125571,2023,1.0,Tier 1: enzymatic/direct,,"Ebola virus is notorious for causing severe and even deadly haemorrhagic fever in infected humans and non-human primates. The high fatality rate of Ebola virus disease (EVD) has highlighted the need for effective diagnosis and treatment. Two monoclonal antibodies (mAbs) have been approved by USFDA for treatment of EVD. Virus surface glycoprotein is the common target for diagnostic and therapy including vaccines. Even so, VP35, a viral RNA polymerase cofactor and interferon inhibitor could be a potential target to curb EVD. The present work describes the isolation of three mAb clones from a phage-displayed human naïve scFv library against recombinant VP35. The clones showed binding against rVP35 in vitro and inhibition of VP35 in luciferase reporter gene assay. Structural modelling analysis was also carried out to identify the binding interactions involved in the antibody-antigen interaction model. This allows some insight into the ""fitness"" of the binding pocket between the paratope and target epitope which would be useful for the design of new mAbs through in silico means in the future. In conclusion, the information obtained from the 3 isolated mAbs could be potentially useful in the quest to improve VP35 targeting for therapeutic development in the future."
37369528,10.1261/rna.079666.123,2023,1.0,Tier 1: enzymatic/direct,,"Noncoding 6S RNAs regulate transcription by binding to the active site of bacterial RNA polymerase holoenzymes. Processing and decay of 6S-1 and 6S-2 RNA were investigated in <i>Bacillus subtilis</i> by northern blot and RNA-seq analyses using different RNase knockout strains, as well as by in vitro processing assays. For both 6S RNA paralogs, we identified a key-but mechanistically different-role of RNase J1. RNase J1 catalyzes 5'-end maturation of 6S-1 RNA, yet relatively inefficient and possibly via the enzyme's ""sliding endonuclease"" activity. 5'-end maturation has no detectable effect on 6S-1 RNA function, but rather regulates its decay: The generated 5'-monophosphate on matured 6S-1 RNA propels endonucleolytic cleavage in its apical loop region. The major 6S-2 RNA degradation pathway is initiated by endonucleolytic cleavage in the 5'-central bubble to trigger 5'-to-3'-exoribonucleolytic degradation of the downstream fragment by RNase J1. The four 3'-exonucleases of <i>B. subtilis</i>-RNase R, PNPase, YhaM, and particularly RNase PH-are involved in 3'-end trimming of both 6S RNAs, degradation of 6S-1 RNA fragments, and decay of abortive transcripts (so-called product RNAs, ∼14 nt in length) synthesized on 6S-1 RNA during outgrowth from stationary phase. In the case of the growth-retarded RNase Y deletion strain, we were unable to infer a specific role of RNase Y in 6S RNA decay. Yet, a participation of RNase Y in 6S RNA decay still remains possible, as evidence for such a function may have been obscured by overlapping substrate specificities of RNase Y, RNase J1, and RNase J2."
37333330,10.21203/rs.3.rs-2963943/v1,2023,1.0,Tier 1: enzymatic/direct,,"The Ebola virus (EBOV) transcriptional regulation involves host protein phosphatases PP1 and PP2A, which dephosphorylate the transcriptional cofactor of EBOV polymerase VP30. The 1E7-03 compound, which targets PP1, induces VP30 phosphorylation and inhibits EBOV infection. This study aimed to investigate the role of PP1 in EBOV replication. When EBOV-infected cells were continuously treated with 1E7-03, the NP E619K mutation was selected. This mutation moderately reduced EBOV minigenome transcription, which was restored by the treatment with 1E7-03. Formation of EBOV capsids, when NP was co-expressed with VP24 and VP35, was impaired with NPE 619K. Treatment with 1E7-03 restored capsid formation by NP E619K mutation, but inhibited capsids formed by WT NP. The dimerization of NP E619K, tested in a split NanoBiT assay, was significantly decreased (~ 15-fold) compared to WT NP. NP E619K bound more efficiently to PP1 (~ 3-fold) but not B56 subunit of PP2A or VP30. Cross-linking and co-immunoprecipitation experiments showed fewer monomers and dimers for NP E619K which were increased with 1E7-03 treatment. NP E619K showed increased co-localization with PP1α compared to WT NP. Mutations of potential PP1 binding sites and NP deletions disrupted its interaction with PP1. Collectively, our findings suggest that PP1 binding to the NP regulates NP dimerization and capsid formation, and that NP E619K mutation, which has the enhanced PP1 binding, disrupts these processes. Our results point to a new role for PP1 in EBOV replication in which NP binding to PP1 may facilitate viral transcription by delaying capsid formation and EBOV replication."
37295183,10.1016/j.diagmicrobio.2023.115991,2023,1.0,Tier 1: enzymatic/direct,,"In the context of the current SARS-CoV-2 pandemic, reliable and cost-efficient screening and testing strategies are crucial to prevent disease transmission and reduce socioeconomic losses. To assess the efficiency of a rapid antigen test (RAT)-based SARS-CoV-2 contact-tracing and screening regime, we conducted a retrospective analysis of RAT and polymerase chain reaction (PCR) test data over a 1-year period, assessed test characteristics and estimated cost-effectiveness. The RAT had a sensitivity of 70.2% overall and 89.3% for people with a high risk of infectivity. We estimated inpatient treatment and quarantined healthcare worker costs of over € 5860.83, whereas the cost of identifying one SARS-CoV-2 positive person by RAT for our patient cohort was € 1210.75. In contrast, the estimated respective PCR cost was € 5043.32. Therefore, a RAT-based contract tracing and screening regime may be an efficient and cost-effective way to contribute to the early identification and prevention of SARS-CoV-2 transmission."
37199624,10.1128/jvi.00465-23,2023,1.0,Tier 1: enzymatic/direct,,"Coronavirus genome replication and expression are mediated by the viral replication-transcription complex (RTC) which is assembled from multiple nonstructural proteins (nsp). Among these, nsp12 represents the central functional subunit. It harbors the RNA-directed RNA polymerase (RdRp) domain and contains, at its N terminus, an additional domain called NiRAN which is widely conserved in coronaviruses and other nidoviruses. In this study, we produced bacterially expressed coronavirus nsp12s to investigate and compare NiRAN-mediated NMPylation activities from representative alpha- and betacoronaviruses. We found that the four coronavirus NiRAN domains characterized to date have a number of conserved properties, including (i) robust nsp9-specific NMPylation activities that appear to operate largely independently of the C-terminal RdRp domain, (ii) nucleotide substrate preference for UTP followed by ATP and other nucleotides, (iii) dependence on divalent metal ions, with Mn<sup>2+</sup> being preferred over Mg<sup>2+</sup>, and (iv) a key role of N-terminal residues (particularly Asn2) of nsp9 for efficient formation of a covalent phosphoramidate bond between NMP and the N-terminal amino group of nsp9. In this context, a mutational analysis confirmed the conservation and critical role of Asn2 across different subfamilies of the family <i>Coronaviridae</i>, as shown by studies using chimeric coronavirus nsp9 variants in which six N-terminal residues were replaced with those from other corona-, pito- and letovirus nsp9 homologs. The combined data of this and previous studies reveal a remarkable degree of conservation among coronavirus NiRAN-mediated NMPylation activities, supporting a key role of this enzymatic activity in viral RNA synthesis and processing. <b>IMPORTANCE</b> There is strong evidence that coronaviruses and other large nidoviruses evolved a number of unique enzymatic activities, including an additional RdRp-associated NiRAN domain, that are conserved in nidoviruses but not in most other RNA viruses. Previous studies of the NiRAN domain mainly focused on severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and suggested different functions for this domain, such as NMPylation/RNAylation of nsp9, RNA guanylyltransferase activities involved in canonical and/or unconventional RNA capping pathways, and other functions. To help resolve partly conflicting information on substrate specificities and metal ion requirements reported previously for the SARS-CoV-2 NiRAN NMPylation activity, we extended these earlier studies by characterizing representative alpha- and betacoronavirus NiRAN domains. The study revealed that key features of NiRAN-mediated NMPylation activities, such as protein and nucleotide specificity and metal ion requirements, are very well conserved among genetically divergent coronaviruses, suggesting potential avenues for future antiviral drug development targeting this essential viral enzyme."
36908749,10.1016/j.jhepr.2023.100673,2023,1.0,Tier 1: enzymatic/direct,,"Pegylated interferon alpha (pegIFNα) is commonly used for the treatment of people infected with HDV. However, its mode of action in HDV-infected cells remains elusive and only a minority of people respond to pegIFNα therapy. Herein, we aimed to assess the responsiveness of three different cloned HDV strains to pegIFNα<i>.</i> We used a previously cloned HDV genotype 1 strain (dubbed HDV-1a) that appeared insensitive to interferon-α <i>in vitro</i>, a new HDV strain (HDV-1p) we isolated from an individual achieving later sustained response to IFNα therapy, and one phylogenetically distant genotype 3 strain (HDV-3). PegIFNα was administered to human liver chimeric mice infected with HBV and the different HDV strains or to HBV/HDV infected human hepatocytes isolated from chimeric mice. Virological parameters and host responses were analysed by qPCR, sequencing, immunoblotting, RNA <i>in situ</i> hybridisation and immunofluorescence staining. PegIFNα treatment efficiently reduced HDV RNA viraemia (∼2-log) and intrahepatic HDV markers both in mice infected with HBV/HDV-1p and HBV/HDV-3. In contrast, HDV parameters remained unaffected by pegIFNα treatment both in mice (up to 9 weeks) and in isolated cells infected with HBV/HDV-1a. Notably, HBV viraemia was efficiently lowered (∼2-log) and human interferon-stimulated genes similarly induced in all three HBV/HDV-infected mouse groups receiving pegIFNα. Genome sequencing revealed highly conserved ribozyme and L-hepatitis D antigen post-translational modification sites among all three isolates. Our comparative study indicates the ability of pegIFNα to lower HDV loads in stably infected human hepatocytes <i>in vivo</i> and the existence of complex virus-specific determinants of IFNα responsiveness. Understanding factors counteracting HDV infections is paramount to develop curative therapies. We compared the responsiveness of three different cloned HDV strains to pegylated interferon alpha in chronically infected mice. The different responsiveness of these HDV isolates to treatment highlights a previously underestimated heterogeneity among HDV strains."
